obs,conductivity,conductivity_qc_executed,conductivity_qc_results,density,density_qc_executed,density_qc_results,deployment,driver_timestamp,ingestion_timestamp,internal_timestamp,lat,lon,port_timestamp,preferred_timestamp,pressure,pressure_qc_executed,pressure_qc_results,profiler_timestamp,salinity,salinity_qc_executed,salinity_qc_results,suspect_timestamp,temperature,temperature_qc_executed,temperature_qc_results,time
"('5486',)",3.66322994232,29,13,1024.83667791,29,13,8,3742914135.02,3742914135.35,3722282960.8,44.64102,-124.30216,0.0,internal_timestamp,40.1459999084,29,29,1513294160.8,32.3353004456,29,29,0,11.2848997116,29,29,3722282960.8
"('5487',)",3.66320991516,29,13,1024.83622225,29,13,8,3742914135.02,3742914135.35,3722282960.86,44.64102,-124.30216,0.0,internal_timestamp,40.1220016479,29,29,1513294160.86,32.3348999023,29,29,0,11.2850999832,29,29,3722282960.86
"('5488',)",3.66321992874,29,13,1024.83588802,29,13,8,3742914135.02,3742914135.35,3722282960.92,44.64102,-124.30216,0.0,internal_timestamp,40.0979995728,29,29,1513294160.92,32.3347015381,29,29,0,11.2854995728,29,29,3722282960.92
"('5489',)",3.66324996948,29,13,1024.83564568,29,13,8,3742914135.02,3742914135.35,3722282960.98,44.64102,-124.30216,0.0,internal_timestamp,40.0740013123,29,29,1513294160.98,32.3345985413,29,29,0,11.2857999802,29,29,3722282960.98
"('5490',)",3.66324996948,29,13,1024.8356038,29,13,8,3742914135.02,3742914135.35,3722282961.05,44.64102,-124.30216,0.0,internal_timestamp,40.0509986877,29,29,1513294161.05,32.3347015381,29,29,0,11.285900116,29,29,3722282961.05
"('5491',)",3.66324996948,29,13,1024.83560387,29,13,8,3742914135.02,3742914135.35,3722282961.11,44.64102,-124.30216,0.0,internal_timestamp,40.0299987793,29,29,1513294161.11,32.3348007202,29,29,0,11.2857999802,29,29,3722282961.11
"('5492',)",3.6632399559,29,13,1024.83561735,29,13,8,3742914135.02,3742914135.35,3722282961.17,44.64102,-124.30216,0.0,internal_timestamp,40.0079994202,29,29,1513294161.17,32.3348999023,29,29,0,11.2855997086,29,29,3722282961.17
"('5493',)",3.66321992874,29,13,1024.83557595,29,13,8,3742914135.02,3742914135.35,3722282961.23,44.64102,-124.30216,0.0,internal_timestamp,39.9869995117,29,29,1513294161.23,32.3348999023,29,29,0,11.2853002548,29,29,3722282961.23
"('5494',)",3.663189888,29,13,1024.83556621,29,13,8,3742914135.02,3742914135.35,3722282961.3,44.64102,-124.30216,0.0,internal_timestamp,39.96900177,29,29,1513294161.3,32.3348999023,29,29,0,11.2848997116,29,29,3722282961.3
"('5495',)",3.66313004494,29,13,1024.83557402,29,13,8,3742914135.02,3742914135.35,3722282961.36,44.64102,-124.30216,0.0,internal_timestamp,39.9469985962,29,29,1513294161.36,32.3348999023,29,29,0,11.2842998505,29,29,3722282961.36
"('5496',)",3.66301989555,29,13,1024.83529734,29,13,8,3742914135.02,3742914135.35,3722282961.42,44.64102,-124.30216,0.0,internal_timestamp,39.9230003357,29,29,1513294161.42,32.3344993591,29,29,0,11.2834997177,29,29,3722282961.42
"('5497',)",3.66289997101,29,13,1024.83505198,29,13,8,3742914135.02,3742914135.35,3722282961.48,44.64102,-124.30216,0.0,internal_timestamp,39.9020004272,29,29,1513294161.48,32.3340988159,29,29,0,11.2826004028,29,29,3722282961.48
"('5498',)",3.66277003288,29,13,1024.83470706,29,13,8,3742914135.02,3742914135.35,3722282961.55,44.64102,-124.30216,0.0,internal_timestamp,39.8759994507,29,29,1513294161.55,32.3335990906,29,29,0,11.2817001343,29,29,3722282961.55
"('5499',)",3.66266989708,29,13,1024.83440355,29,13,8,3742914135.02,3742914135.36,3722282961.61,44.64102,-124.30216,0.0,internal_timestamp,39.8540000916,29,29,1513294161.61,32.3331985474,29,29,0,11.2811002731,29,29,3722282961.61
"('5500',)",3.66260004044,29,13,1024.83415346,29,13,8,3742914135.02,3742914135.36,3722282961.67,44.64102,-124.30216,0.0,internal_timestamp,39.8339996338,29,29,1513294161.67,32.332901001,29,29,0,11.2806997299,29,29,3722282961.67
"('5501',)",3.66255998611,29,13,1024.83405285,29,13,8,3742914135.02,3742914135.36,3722282961.73,44.64102,-124.30216,0.0,internal_timestamp,39.8129997253,29,29,1513294161.73,32.3328018188,29,29,0,11.2803001404,29,29,3722282961.73
"('5502',)",3.66252994537,29,13,1024.833998,29,13,8,3742914135.02,3742914135.36,3722282961.8,44.64102,-124.30216,0.0,internal_timestamp,39.7890014648,29,29,1513294161.8,32.3328018188,29,29,0,11.279999733,29,29,3722282961.8
"('5503',)",3.66250991821,29,13,1024.83403363,29,13,8,3742914135.02,3742914135.36,3722282961.86,44.64102,-124.30216,0.0,internal_timestamp,39.7680015564,29,29,1513294161.86,32.332901001,29,29,0,11.2797002792,29,29,3722282961.86
"('5504',)",3.66248989105,29,13,1024.83398329,29,13,8,3742914135.02,3742914135.36,3722282961.92,44.64102,-124.30216,0.0,internal_timestamp,39.7449989319,29,29,1513294161.92,32.332901001,29,29,0,11.2793998718,29,29,3722282961.92
"('5505',)",3.66246008873,29,13,1024.83402327,29,13,8,3742914135.02,3742914135.36,3722282961.98,44.64102,-124.30216,0.0,internal_timestamp,39.7210006714,29,29,1513294161.98,32.3330001831,29,29,0,11.2790002823,29,29,3722282961.98
"('5506',)",3.66240000725,29,13,1024.83382781,29,13,8,3742914135.02,3742914135.36,3722282962.05,44.64102,-124.30216,0.0,internal_timestamp,39.7000007629,29,29,1513294162.05,32.3328018188,29,29,0,11.2786998749,29,29,3722282962.05
"('5507',)",3.66233992577,29,13,1024.83366958,29,13,8,3742914135.02,3742914135.36,3722282962.11,44.64102,-124.30216,0.0,internal_timestamp,39.6800003052,29,29,1513294162.11,32.3325996399,29,29,0,11.2782001495,29,29,3722282962.11
"('5508',)",3.66229009628,29,13,1024.83354197,29,13,8,3742914135.02,3742914135.36,3722282962.17,44.64102,-124.30216,0.0,internal_timestamp,39.6529998779,29,29,1513294162.17,32.3325004578,29,29,0,11.2777996063,29,29,3722282962.17
"('5509',)",3.66226005554,29,13,1024.83343247,29,13,8,3742914135.02,3742914135.36,3722282962.23,44.64102,-124.30216,0.0,internal_timestamp,39.6339988708,29,29,1513294162.23,32.3324012756,29,29,0,11.2775001526,29,29,3722282962.23
"('5510',)",3.66224002838,29,13,1024.83339118,29,13,8,3742914135.02,3742914135.36,3722282962.3,44.64102,-124.30216,0.0,internal_timestamp,39.6129989624,29,29,1513294162.3,32.3324012756,29,29,0,11.2771997452,29,29,3722282962.3
"('5511',)",3.66222000122,29,13,1024.83348579,29,13,8,3742914135.02,3742914135.36,3722282962.36,44.64102,-124.30216,0.0,internal_timestamp,39.5880012512,29,29,1513294162.36,32.3325996399,29,29,0,11.2769002914,29,29,3722282962.36
"('5512',)",3.66218996048,29,13,1024.83355742,29,13,8,3742914135.02,3742914135.36,3722282962.42,44.64102,-124.30216,0.0,internal_timestamp,39.5670013428,29,29,1513294162.42,32.332698822,29,29,0,11.2763996124,29,29,3722282962.42
"('5513',)",3.66213989258,29,13,1024.83375381,29,13,8,3742914135.02,3742914135.36,3722282962.48,44.64102,-124.30216,0.0,internal_timestamp,39.5480003357,29,29,1513294162.48,32.332901001,29,29,0,11.2756996155,29,29,3722282962.48
"('5514',)",3.6620900631,29,13,1024.83366656,29,13,8,3742914135.02,3742914135.36,3722282962.55,44.64102,-124.30216,0.0,internal_timestamp,39.5260009766,29,29,1513294162.55,32.3328018188,29,29,0,11.2751998901,29,29,3722282962.55
"('5515',)",3.66203999519,29,13,1024.83335049,29,13,8,3742914135.02,3742914135.36,3722282962.61,44.64102,-124.30216,0.0,internal_timestamp,39.5,29,29,1513294162.61,32.3325004578,29,29,0,11.2749996185,29,29,3722282962.61
"('5516',)",3.66199994087,29,13,1024.83285364,29,13,8,3742914135.02,3742914135.36,3722282962.67,44.64102,-124.30216,0.0,internal_timestamp,39.4799995422,29,29,1513294162.67,32.3320007324,29,29,0,11.2750997543,29,29,3722282962.67
"('5517',)",3.66196990013,29,13,1024.83241597,29,13,8,3742914135.02,3742914135.36,3722282962.73,44.64102,-124.30216,0.0,internal_timestamp,39.4599990845,29,29,1513294162.73,32.3316001892,29,29,0,11.2753000259,29,29,3722282962.73
"('5518',)",3.66193008423,29,13,1024.83221598,29,13,8,3742914135.02,3742914135.36,3722282962.8,44.64102,-124.30216,0.0,internal_timestamp,39.4379997253,29,29,1513294162.8,32.331401825,29,29,0,11.2749996185,29,29,3722282962.8
"('5519',)",3.66185998917,29,13,1024.832436,29,13,8,3742914135.02,3742914135.36,3722282962.86,44.64102,-124.30216,0.0,internal_timestamp,39.4169998169,29,29,1513294162.86,32.3316001892,29,29,0,11.2741003036,29,29,3722282962.86
"('5520',)",3.66174006462,29,13,1024.83277236,29,13,8,3742914135.02,3742914135.37,3722282962.92,44.64102,-124.30216,0.0,internal_timestamp,39.3940010071,29,29,1513294162.92,32.3317985535,29,29,0,11.2725000381,29,29,3722282962.92
"('5521',)",3.66156005859,29,13,1024.83282241,29,13,8,3742914135.02,3742914135.37,3722282962.98,44.64102,-124.30216,0.0,internal_timestamp,39.3680000305,29,29,1513294162.98,32.3316001892,29,29,0,11.2707004547,29,29,3722282962.98
"('5522',)",3.66135001183,29,13,1024.83265666,29,13,8,3742914135.02,3742914135.37,3722282963.05,44.64102,-124.30216,0.0,internal_timestamp,39.3499984741,29,29,1513294163.05,32.3311004639,29,29,0,11.2690000534,29,29,3722282963.05
"('5523',)",3.6611700058,29,13,1024.83233744,29,13,8,3742914135.02,3742914135.37,3722282963.11,44.64102,-124.30216,0.0,internal_timestamp,39.3269996643,29,29,1513294163.11,32.3305015564,29,29,1,11.2676000595,29,29,3722282963.11
"('5524',)",3.66104006767,29,13,1024.83201498,29,13,8,3742914135.02,3742914135.37,3722282963.17,44.64102,-124.30216,0.0,internal_timestamp,39.3059997559,29,29,1513294163.17,32.3300018311,29,29,0,11.266699791,29,29,3722282963.17
"('5525',)",3.66095995903,29,13,1024.83185215,29,13,8,3742914135.02,3742914135.37,3722282963.23,44.64102,-124.30216,0.0,internal_timestamp,39.2849998474,29,29,1513294163.23,32.3297996521,29,29,0,11.2662000656,29,29,3722282963.23
"('5526',)",3.66092991829,29,13,1024.83176051,29,13,8,3742914135.02,3742914135.37,3722282963.3,44.64102,-124.30216,0.0,internal_timestamp,39.2659988403,29,29,1513294163.3,32.32970047,29,29,0,11.2658004761,29,29,3722282963.3
"('5527',)",3.66088008881,29,13,1024.83145346,29,13,8,3742914135.02,3742914135.37,3722282963.36,44.64102,-124.30216,0.0,internal_timestamp,39.2420005798,29,29,1513294163.36,32.3293991089,29,29,0,11.2656002045,29,29,3722282963.36
"('5528',)",3.6608300209,29,13,1024.83112241,29,13,8,3742914135.02,3742914135.37,3722282963.57,44.64102,-124.30216,0.0,internal_timestamp,39.2159996033,29,29,1513294163.57,32.3291015625,29,29,1,11.2655000687,29,29,3722282963.57
"('5529',)",3.66078996658,29,13,1024.83091507,29,13,8,3742914135.02,3742914135.37,3722282963.57,44.64102,-124.30216,0.0,internal_timestamp,39.1969985962,29,29,1513294163.58,32.3288993835,29,29,0,11.2652997971,29,29,3722282963.57
"('5530',)",3.66076993942,29,13,1024.83096855,29,13,8,3742914135.02,3742914135.37,3722282963.58,44.64102,-124.30216,0.0,internal_timestamp,39.1759986877,29,29,1513294163.58,32.3289985657,29,29,0,11.2649002075,29,29,3722282963.58
"('5531',)",3.66074991226,29,13,1024.8310751,29,13,8,3742914135.02,3742914135.37,3722282963.61,44.64102,-124.30216,0.0,internal_timestamp,39.1489982605,29,29,1513294163.61,32.3292007446,29,29,0,11.2644996643,29,29,3722282963.61
"('5532',)",3.66071009636,29,13,1024.83107846,29,13,8,3742914135.02,3742914135.37,3722282963.67,44.64102,-124.30216,0.0,internal_timestamp,39.1300010681,29,29,1513294163.67,32.3292007446,29,29,0,11.263999939,29,29,3722282963.67
"('5533',)",3.66066002846,29,13,1024.83090713,29,13,8,3742914135.02,3742914135.37,3722282963.73,44.64102,-124.30216,0.0,internal_timestamp,39.1150016785,29,29,1513294163.73,32.3289985657,29,29,0,11.2636995316,29,29,3722282963.73
"('5534',)",3.66060996056,29,13,1024.83067994,29,13,8,3742914135.02,3742914135.37,3722282963.8,44.64102,-124.30216,0.0,internal_timestamp,39.0909996033,29,29,1513294163.8,32.3288002014,29,29,0,11.2635002136,29,29,3722282963.8
"('5535',)",3.66056990623,29,13,1024.83034592,29,13,8,3742914135.02,3742914135.37,3722282963.86,44.64102,-124.30216,0.0,internal_timestamp,39.0649986267,29,29,1513294163.86,32.3284988403,29,29,0,11.2634000778,29,29,3722282963.86
"('5536',)",3.66054010391,29,13,1024.83013249,29,13,8,3742914135.02,3742914135.37,3722282963.92,44.64102,-124.30216,0.0,internal_timestamp,39.0439987183,29,29,1513294163.92,32.3283004761,29,29,0,11.2631998062,29,29,3722282963.92
"('5537',)",3.66051006317,29,13,1024.83000974,29,13,8,3742914135.02,3742914135.37,3722282963.98,44.64102,-124.30216,0.0,internal_timestamp,39.0260009766,29,29,1513294163.98,32.3282012939,29,29,0,11.2629995346,29,29,3722282963.98
"('5538',)",3.66045999527,29,13,1024.82980201,29,13,8,3742914135.02,3742914135.37,3722282964.05,44.64102,-124.30216,0.0,internal_timestamp,39.0029983521,29,29,1513294164.05,32.327999115,29,29,0,11.2627000809,29,29,3722282964.05
"('5539',)",3.66042995453,29,13,1024.82957501,29,13,8,3742914135.02,3742914135.37,3722282964.11,44.64102,-124.30216,0.0,internal_timestamp,38.9790000916,29,29,1513294164.11,32.3278007507,29,29,0,11.2624998093,29,29,3722282964.11
"('5540',)",3.66040992737,29,13,1024.82951143,29,13,8,3742914135.02,3742914135.37,3722282964.17,44.64102,-124.30216,0.0,internal_timestamp,38.9609985352,29,29,1513294164.17,32.3278007507,29,29,0,11.2623996735,29,29,3722282964.17
"('5541',)",3.66039991379,29,13,1024.82943882,29,13,8,3742914135.02,3742914135.37,3722282964.23,44.64102,-124.30216,0.0,internal_timestamp,38.9410018921,29,29,1513294164.23,32.3278007507,29,29,0,11.2622995377,29,29,3722282964.23
"('5542',)",3.66039991379,29,13,1024.8293479,29,13,8,3742914135.02,3742914135.37,3722282964.3,44.64102,-124.30216,0.0,internal_timestamp,38.9169998169,29,29,1513294164.3,32.3278007507,29,29,0,11.2622003555,29,29,3722282964.3
"('5543',)",3.66040992737,29,13,1024.8294385,29,13,8,3742914135.02,3742914135.37,3722282964.36,44.64102,-124.30216,0.0,internal_timestamp,38.8989982605,29,29,1513294164.36,32.327999115,29,29,0,11.2621002197,29,29,3722282964.36
"('5544',)",3.66040992737,29,13,1024.82942053,29,13,8,3742914135.02,3742914135.37,3722282964.42,44.64102,-124.30216,0.0,internal_timestamp,38.8779983521,29,29,1513294164.42,32.3280982971,29,29,0,11.2621002197,29,29,3722282964.42
"('5545',)",3.66039991379,29,13,1024.82927083,29,13,8,3742914135.02,3742914135.38,3722282964.48,44.64102,-124.30216,0.0,internal_timestamp,38.858001709,29,29,1513294164.48,32.327999115,29,29,0,11.2620000839,29,29,3722282964.48
"('5546',)",3.66037011147,29,13,1024.82911204,29,13,8,3742914135.02,3742914135.38,3722282964.55,44.64102,-124.30216,0.0,internal_timestamp,38.8359985352,29,29,1513294164.55,32.3278999329,29,29,0,11.2618999481,29,29,3722282964.55
"('5547',)",3.6603500843,29,13,1024.82888071,29,13,8,3742914135.02,3742914135.38,3722282964.61,44.64102,-124.30216,0.0,internal_timestamp,38.8149986267,29,29,1513294164.61,32.3277015686,29,29,0,11.2617998123,29,29,3722282964.61
"('5548',)",3.66032004356,29,13,1024.82862398,29,13,8,3742914135.02,3742914135.38,3722282964.67,44.64102,-124.30216,0.0,internal_timestamp,38.7929992676,29,29,1513294164.67,32.3274993896,29,29,0,11.2617998123,29,29,3722282964.67
"('5549',)",3.66031002998,29,13,1024.82855587,29,13,8,3742914135.02,3742914135.38,3722282964.73,44.64102,-124.30216,0.0,internal_timestamp,38.7739982605,29,29,1513294164.73,32.3274993896,29,29,0,11.2616996765,29,29,3722282964.73
"('5550',)",3.66031002998,29,13,1024.82836583,29,13,8,3742914135.02,3742914135.38,3722282964.8,44.64102,-124.30216,0.0,internal_timestamp,38.7529983521,29,29,1513294164.8,32.3274002075,29,29,0,11.2617998123,29,29,3722282964.8
"('5551',)",3.66031002998,29,13,1024.82827077,29,13,8,3742914135.02,3742914135.38,3722282964.86,44.64102,-124.30216,0.0,internal_timestamp,38.7319984436,29,29,1513294164.86,32.3274002075,29,29,0,11.2617998123,29,29,3722282964.86
"('5552',)",3.66032004356,29,13,1024.82816688,29,13,8,3742914135.02,3742914135.38,3722282964.92,44.64102,-124.30216,0.0,internal_timestamp,38.7130012512,29,29,1513294164.92,32.3274002075,29,29,0,11.2618999481,29,29,3722282964.92
"('5553',)",3.66034007072,29,13,1024.8282081,29,13,8,3742914135.02,3742914135.38,3722282964.98,44.64102,-124.30216,0.0,internal_timestamp,38.6920013428,29,29,1513294164.98,32.3275985718,29,29,0,11.2620000839,29,29,3722282964.98
"('5554',)",3.66036009789,29,13,1024.82816161,29,13,8,3742914135.02,3742914135.38,3722282965.05,44.64102,-124.30216,0.0,internal_timestamp,38.6679992676,29,29,1513294165.05,32.3277015686,29,29,0,11.2621002197,29,29,3722282965.05
"('5555',)",3.66037988663,29,13,1024.82820284,29,13,8,3742914135.02,3742914135.38,3722282965.11,44.64102,-124.30216,0.0,internal_timestamp,38.6469993591,29,29,1513294165.11,32.3278999329,29,29,0,11.2622003555,29,29,3722282965.11
"('5556',)",3.66038990021,29,13,1024.82814379,29,13,8,3742914135.02,3742914135.38,3722282965.17,44.64102,-124.30216,0.0,internal_timestamp,38.6300010681,29,29,1513294165.17,32.3278999329,29,29,0,11.2621002197,29,29,3722282965.17
"('5557',)",3.66037011147,29,13,1024.82798503,29,13,8,3742914135.03,3742914135.38,3722282965.23,44.64102,-124.30216,0.0,internal_timestamp,38.608001709,29,29,1513294165.23,32.3278007507,29,29,0,11.2620000839,29,29,3722282965.23
"('5558',)",3.66033005714,29,13,1024.82785773,29,13,8,3742914135.03,3742914135.38,3722282965.3,44.64102,-124.30216,0.0,internal_timestamp,38.5890007019,29,29,1513294165.3,32.3277015686,29,29,0,11.2617998123,29,29,3722282965.3
"('5559',)",3.66031002998,29,13,1024.82771842,29,13,8,3742914135.03,3742914135.38,3722282965.41,44.64102,-124.30216,0.0,internal_timestamp,38.5680007935,29,29,1513294165.41,32.3275985718,29,29,1,11.2615995407,29,29,3722282965.41
"('5560',)",3.66027998924,29,13,1024.82757757,29,13,8,3742914135.03,3742914135.38,3722282965.42,44.64102,-124.30216,0.0,internal_timestamp,38.5499992371,29,29,1513294165.42,32.3274993896,29,29,0,11.2615003586,29,29,3722282965.42
"('5561',)",3.66026997566,29,13,1024.82750926,29,13,8,3742914135.03,3742914135.38,3722282965.48,44.64102,-124.30216,0.0,internal_timestamp,38.5270004272,29,29,1513294165.48,32.3274993896,29,29,0,11.261300087,29,29,3722282965.48
"('5562',)",3.66026997566,29,13,1024.82749582,29,13,8,3742914135.03,3742914135.38,3722282965.55,44.64102,-124.30216,0.0,internal_timestamp,38.5069999695,29,29,1513294165.55,32.3275985718,29,29,0,11.261300087,29,29,3722282965.55
"('5563',)",3.66025996208,29,13,1024.8273282,29,13,8,3742914135.03,3742914135.38,3722282965.61,44.64102,-124.30216,0.0,internal_timestamp,38.4869995117,29,29,1513294165.61,32.3274993896,29,29,0,11.261300087,29,29,3722282965.61
"('5564',)",3.6602499485,29,13,1024.82707444,29,13,8,3742914135.03,3742914135.38,3722282965.67,44.64102,-124.30216,0.0,internal_timestamp,38.4650001526,29,29,1513294165.67,32.3273010254,29,29,0,11.261300087,29,29,3722282965.67
"('5565',)",3.66023993492,29,13,1024.82697053,29,13,8,3742914135.03,3742914135.38,3722282965.73,44.64102,-124.30216,0.0,internal_timestamp,38.4459991455,29,29,1513294165.73,32.3273010254,29,29,0,11.2614002228,29,29,3722282965.73
"('5566',)",3.6602499485,29,13,1024.8268619,29,13,8,3742914135.03,3742914135.38,3722282965.8,44.64102,-124.30216,0.0,internal_timestamp,38.422000885,29,29,1513294165.8,32.3273010254,29,29,0,11.2614002228,29,29,3722282965.8
"('5567',)",3.6602499485,29,13,1024.82687993,29,13,8,3742914135.03,3742914135.38,3722282965.86,44.64102,-124.30216,0.0,internal_timestamp,38.4049987793,29,29,1513294165.86,32.3274002075,29,29,0,11.261300087,29,29,3722282965.86
"('5568',)",3.6602499485,29,13,1024.82688893,29,13,8,3742914135.03,3742914135.38,3722282965.92,44.64102,-124.30216,0.0,internal_timestamp,38.3860015869,29,29,1513294165.92,32.3274993896,29,29,0,11.2611999512,29,29,3722282965.92
"('5569',)",3.66022992134,29,13,1024.82665305,29,13,8,3742914135.03,3742914135.38,3722282965.98,44.64102,-124.30216,0.0,internal_timestamp,38.3639984131,29,29,1513294165.98,32.3273010254,29,29,0,11.2610998154,29,29,3722282965.98
"('5570',)",3.66020011902,29,13,1024.8264809,29,13,8,3742914135.03,3742914135.38,3722282966.05,44.64102,-124.30216,0.0,internal_timestamp,38.3429985046,29,29,1513294166.05,32.3272018433,29,29,0,11.2610998154,29,29,3722282966.05
"('5571',)",3.66020011902,29,13,1024.82632368,29,13,8,3742914135.03,3742914135.38,3722282966.11,44.64102,-124.30216,0.0,internal_timestamp,38.3219985962,29,29,1513294166.11,32.3270988464,29,29,0,11.2609996796,29,29,3722282966.11
"('5572',)",3.66020011902,29,13,1024.82639484,29,13,8,3742914135.03,3742914135.38,3722282966.17,44.64102,-124.30216,0.0,internal_timestamp,38.3030014038,29,29,1513294166.17,32.3273010254,29,29,0,11.2609996796,29,29,3722282966.17
"('5573',)",3.66021990776,29,13,1024.82639497,29,13,8,3742914135.03,3742914135.38,3722282966.23,44.64102,-124.30216,0.0,internal_timestamp,38.2859992981,29,29,1513294166.23,32.3274002075,29,29,0,11.2609996796,29,29,3722282966.23
"('5574',)",3.66021990776,29,13,1024.8263949,29,13,8,3742914135.03,3742914135.38,3722282966.3,44.64102,-124.30216,0.0,internal_timestamp,38.2649993896,29,29,1513294166.3,32.3274993896,29,29,0,11.2608995438,29,29,3722282966.3
"('5575',)",3.66021990776,29,13,1024.82630437,29,13,8,3742914135.03,3742914135.38,3722282966.36,44.64102,-124.30216,0.0,internal_timestamp,38.2449989319,29,29,1513294166.36,32.3274993896,29,29,0,11.2608995438,29,29,3722282966.36
"('5576',)",3.66020011902,29,13,1024.82605965,29,13,8,3742914135.03,3742914135.38,3722282966.42,44.64102,-124.30216,0.0,internal_timestamp,38.2249984741,29,29,1513294166.42,32.3273010254,29,29,0,11.2608995438,29,29,3722282966.42
"('5577',)",3.66019010544,29,13,1024.82586488,29,13,8,3742914135.03,3742914135.38,3722282966.48,44.64102,-124.30216,0.0,internal_timestamp,38.1990013123,29,29,1513294166.48,32.3272018433,29,29,0,11.2608995438,29,29,3722282966.48
"('5578',)",3.66018009186,29,13,1024.8257966,29,13,8,3742914135.03,3742914135.38,3722282966.55,44.64102,-124.30216,0.0,internal_timestamp,38.1800003052,29,29,1513294166.55,32.3272018433,29,29,0,11.2608003616,29,29,3722282966.55
"('5579',)",3.66019010544,29,13,1024.82580127,29,13,8,3742914135.03,3742914135.39,3722282966.61,44.64102,-124.30216,0.0,internal_timestamp,38.1640014648,29,29,1513294166.61,32.3273010254,29,29,0,11.2608003616,29,29,3722282966.61
"('5580',)",3.66019010544,29,13,1024.82590072,29,13,8,3742914135.03,3742914135.39,3722282966.68,44.64102,-124.30216,0.0,internal_timestamp,38.1440010071,29,29,1513294166.68,32.3274993896,29,29,1,11.26060009,29,29,3722282966.68
"('5581',)",3.66020011902,29,13,1024.82598523,29,13,8,3742914135.03,3742914135.39,3722282966.73,44.64102,-124.30216,0.0,internal_timestamp,38.1240005493,29,29,1513294166.73,32.3277015686,29,29,0,11.2604999542,29,29,3722282966.73
"('5582',)",3.66018009186,29,13,1024.82574207,29,13,8,3742914135.03,3742914135.39,3722282966.8,44.64102,-124.30216,0.0,internal_timestamp,38.1049995422,29,29,1513294166.8,32.3274993896,29,29,0,11.2604999542,29,29,3722282966.8
"('5583',)",3.6601600647,29,13,1024.82554276,29,13,8,3742914135.03,3742914135.39,3722282966.86,44.64102,-124.30216,0.0,internal_timestamp,38.077999115,29,29,1513294166.86,32.3274002075,29,29,0,11.2604999542,29,29,3722282966.86
"('5584',)",3.66015005112,29,13,1024.82539325,29,13,8,3742914135.03,3742914135.39,3722282966.92,44.64102,-124.30216,0.0,internal_timestamp,38.0620002747,29,29,1513294166.92,32.3273010254,29,29,0,11.2604999542,29,29,3722282966.92
"('5585',)",3.6601600647,29,13,1024.82530724,29,13,8,3742914135.03,3742914135.39,3722282966.98,44.64102,-124.30216,0.0,internal_timestamp,38.0429992676,29,29,1513294166.98,32.3273010254,29,29,0,11.2604999542,29,29,3722282966.98
"('5586',)",3.6601600647,29,13,1024.82531191,29,13,8,3742914135.03,3742914135.39,3722282967.05,44.64102,-124.30216,0.0,internal_timestamp,38.0270004272,29,29,1513294167.05,32.3274002075,29,29,0,11.2604999542,29,29,3722282967.05
"('5587',)",3.66018009186,29,13,1024.82546899,29,13,8,3742914135.03,3742914135.39,3722282967.11,44.64102,-124.30216,0.0,internal_timestamp,38.0060005188,29,29,1513294167.11,32.3277015686,29,29,0,11.2603998184,29,29,3722282967.11
"('5588',)",3.66017007828,29,13,1024.82528028,29,13,8,3742914135.03,3742914135.39,3722282967.17,44.64102,-124.30216,0.0,internal_timestamp,37.9819984436,29,29,1513294167.17,32.3275985718,29,29,0,11.2603998184,29,29,3722282967.17
"('5589',)",3.6601600647,29,13,1024.82512625,29,13,8,3742914135.03,3742914135.39,3722282967.23,44.64102,-124.30216,0.0,internal_timestamp,37.9650001526,29,29,1513294167.23,32.3274993896,29,29,0,11.2603998184,29,29,3722282967.23
"('5590',)",3.6601600647,29,13,1024.82496767,29,13,8,3742914135.03,3742914135.39,3722282967.3,44.64102,-124.30216,0.0,internal_timestamp,37.9469985962,29,29,1513294167.3,32.3274002075,29,29,0,11.2603998184,29,29,3722282967.3
"('5591',)",3.66015005112,29,13,1024.82477762,29,13,8,3742914135.03,3742914135.39,3722282967.36,44.64102,-124.30216,0.0,internal_timestamp,37.9259986877,29,29,1513294167.36,32.3273010254,29,29,0,11.2604999542,29,29,3722282967.36
"('5592',)",3.66013002396,29,13,1024.8245209,29,13,8,3742914135.03,3742914135.39,3722282967.42,44.64102,-124.30216,0.0,internal_timestamp,37.9039993286,29,29,1513294167.42,32.3270988464,29,29,0,11.2604999542,29,29,3722282967.42
"('5593',)",3.66014003754,29,13,1024.82442153,29,13,8,3742914135.03,3742914135.39,3722282967.48,44.64102,-124.30216,0.0,internal_timestamp,37.8860015869,29,29,1513294167.48,32.3270988464,29,29,0,11.26060009,29,29,3722282967.48
"('5594',)",3.66014003754,29,13,1024.82440199,29,13,8,3742914135.03,3742914135.39,3722282967.55,44.64102,-124.30216,0.0,internal_timestamp,37.8639984131,29,29,1513294167.55,32.3272018433,29,29,0,11.26060009,29,29,3722282967.55
"('5595',)",3.66015005112,29,13,1024.82439761,29,13,8,3742914135.03,3742914135.39,3722282967.61,44.64102,-124.30216,0.0,internal_timestamp,37.8460006714,29,29,1513294167.61,32.3273010254,29,29,0,11.26060009,29,29,3722282967.61
"('5596',)",3.66017007828,29,13,1024.82448389,29,13,8,3742914135.03,3742914135.39,3722282967.83,44.64102,-124.30216,0.0,internal_timestamp,37.8310012817,29,29,1513294167.83,32.3274993896,29,29,1,11.26060009,29,29,3722282967.83
